rating,review,sentimen
1,maaf kak besok lagi kalo pilih driver pastiin bisa bawa motor ya masa mau nabrak orang trus gaada itikat minta maaf,negatif
5,waktu penjemputan cepat pemilihan rute baik sukses sllu,positif
5,jos pokoke,positif
1,driver slow respon lambat kalo gak bisa jadi driver gak usah driver gojek kecewa pelayanannya lemot,negatif
1,driver gocar sengaja cancel untuk menaikan harga,negatif
2,harga nya sering naik banget,negatif
1,aplikator itu nyatut duit tambahan dari pembeli dan dari driver menang banyak banget semua di mintain biaya biaya,negatif
5,aplikasi yg memudahkan kita kemana mana,positif
1,aplikasi kocak beli gojek plus biar gratis ongkir eh malah pengantaran ekonomis ilang wkwkwk jadinya udah gak ada gratis ongkirnya lagi wkwkwkw ogah gw pake nih aplikasi lagi aplikasi jelek pelit mending pake aplikasi sebelah gw,negatif
1,pesanan gomart ada item yang tidak ada langsung dikurangin di harga kemudian promo langsung tidak terpasang tidak ada d infokan promo gratis ongkirnya bakalan hilang telpon ke gojek jkt jg tdk ad penyelesaian padahal dari toko yang tidak ada produknya,negatif
5,paling ok,positif
5,gojek top pokoknya,positif
5,bagus apl nyaa jdi nyaman buat belanja,positif
1,kalo pesen makanan harus ada konfirmasi lagi dong ga sengaja kepencet lgsg buat pesanan gabisa dibatalin mana mahal,negatif
4,sistem tampilan gofood sekarang malah ribet,negatif
1,ketika melakukan pelunasan cepat tidak bisa melakukan pinjaman lagi,negatif
5,bagus mks,positif
1,yang kerja anak abg labil bntar blokir tar blokir ga sekalian aja blokir gojek nya,negatif
1,biuh ngeri bener harga makanan di gofood sama ofline nya x lipat ,negatif
5,sangat berguna buat saya yg gak bisa bawa motor dan ongkos yg terjangkau,positif
5,sangat membantu di saat kepepet dan mager,positif
1,apk gajelas nunggu lebih dari waktu etimasi padahal pesen yang expres bad,negatif
5,sangay membantu,positif
1,driver yang mencelakai customer gara mau nerobos palang parkir gimana saya akan ganti ulasan asal penanganan kasus tsb sudah ditangani secara adil,negatif
5,terimakasih udh mempercepat perjalanan smoga sllu dlm lindungannya,positif
1,sudah sampai asam lambung  orang naik baru bilang pesanan tidak bisa di antar karna tidak ada pengemudi terus tidak ada pertanggung jawaban apaapa aplikasi bencana,negatif
5,makanannya dtg cepat krn sy pilih expres terima kasih pak,positif
5,sangat puas dgn aplikasi gojekbanyak promonya,positif
1,dah capek pakai gojek ga komitmen di cancel ga bisa malah nunggu lamaa juga ujungnya selalu susah driverteralhir pakai app gojek,negatif
1,aplikasi hasil memperas keringat driver untuk kepentingan sendiri,negatif
5,cepat dan tepat,positif
1,gak pernah telat bayar tau ke blok the best lah gojek,negatif
5,mantafs jiwa dah pokoknya,positif
5,senang kalau ketemu driver yg baik dan sopan terima kasih sudah mengantar,positif
1,hallo kenapa ada makananminuman lagi kerumah saya harus nya yg pesan makanan minuman itu verifikasi wajah juga min terimakasih,negatif
1,saya ingin membatalkan pesanan karna harga nya tiba naik drastis sampe seratus ribu padahal lagi promo kok harga nya naik sih padahal yg saya beli cuman minuman saja,negatif
1,banyak supir gojek yang tidak tahu aturan terutama di daerah medan seenak nya aja ngetime,negatif
1,gila aja estimasi jam tapi udah jam lebih ga nyampek nyampek juga makanan malah udah x ganti driver baya aplikasi makin mahal bukan makin bener service nya malah tambah ancur ancuran,negatif
5,apk mantap membantu orang banget ini,positif
5,banyak diskon recomen,positif
1,halah mmk ga guna gua udh habis gb buat ginian doang g bisa bisa muncul di beranda utama kesel suu,negatif
5,driver nya komunikatif banget,positif
1,mohon bantu jawab klo pindahan rumah ada biaya tambahan lg gk apa sesuai harga di apk,negatif
5,anjay,positif
4,gimana si kalo beli apa susah banget dapet driver gagal terus orang di bayar ini padahal,negatif
5,pengantar makanannya ramah,positif
1,aplikasi ga jelas orang mau cek harga dulu malah langsung kepesen kalo nyari driver pasti jauh dari tempat pesen,negatif
1,sangat buruk,negatif
5,lancar jaya,positif
1,kalau terlalu lama mencari driver dicancelkan otomatis saja kasihan orang yg mau makan nunggu lama,negatif
1,sudah kecewa sama gojek x kali saya gojek sepeda compart pasti dapat nya lebih buruk,negatif
5,tepat wkt,positif
1,cs gak membantu mesen go food udah lebih dari  jam gak datang driver gabisa di hubungi,negatif
2,skrng pelayanan dapet drivernya susah yaa efek dr demo kayaknya pesen gofood jadi lama bangett aslii,negatif
1,makin nggak jelas ini apps,negatif
4,maaf utk rute dr ke stasiun krl rawa buaya jakbar kok nggk ada ya jg utk rute ke puri indah mall jakbar kok nggk ada jg ya trims,negatif
5,mantep apk serba bisa,positif
1,udah gosend makanan maksa pakai reguler dikirim lama juga najis deh,negatif
5,alhamdulillah nympe tempat dengan selamat,positif
4,aplikasi teraman,positif
5,membantu keperluan seharihari,positif
1,saya memiliki pengalaman buruk karena tadi saya hampir kecelakaan dengan driver si driver maksa masuk padahal jalanan tersebut sempit di daerah jl perjuangan ke arah stasiun bekasi si driver tersebut naik motor sepeda listrik jadi saya tidak mengetahui kalau si driver salip saya padahal sudah di ujung saya sudah di jalur sesuai dengan jalurnya,negatif
3,lumayan penjemputan cepat dan tepat alamat,positif
1,gopay diblokir dan tidak bisa digunakn,negatif
1,order gofood saya pilih dengan biaya pengantaran paling mahal namun saat saya tanya ke driver yang didapat harga normal dzolim management gojek sekarang,negatif
5,sangat puas pakai gojek,positif
1,top up gak masuk tapi saldo di potong klo error system setidak nya ga perlu motong saldo,negatif
1,beli di gofood semua mahal tdk pernah ada promo payah,negatif
5,maksih pak driver,positif
1,aku udah berlangganan gojek plus loh tapi ga dpt potongan sama sekali pas pesan goride udh bayar trus ga dpt voucher ataupun potongannya gimn sih ini,negatif
2,driver gofood nya sangat susah didapatkan terlalu lama saya menunggu pesanan saya,negatif
2,mau ngasih pengalaman saya sebagai sering order gojek motor kok lama sekali dapat orderan motor nya jadi ibu saya tekacip ga bisa pulang gimana coba driver pada nolak,negatif
5,praktis untuk perjalanan dalam kota,positif
5,aplikasi berguna,positif
5,semoga harga bersaing dan makin berjaya untuk gojek,positif
5,voucher google play tidak bisa digunakan malah pas mau ditukar keluar tulisan tidak dapat menukarkan kode ini kartu hadiah hanya dapat digunakan di negara tempat kartu tersebut dibeli biasanya beli voucher google play lancar aja terus mau minta bantuan di aplikasi gojek tidak tersedia untuk layanan voucher google play,negatif
5,ga ribet kalau mau kemanamana,positif
1,kecewa sih pas lagi nggak laper mesennya lancar pas laper nggk bisa dipencet astaga pdahal jaringan full paketan gb lebih kenapa nggk bisa diorder,negatif
3,knapa tiap psen lewat gomart selalu di arahkan ke alfa yg lbh jauh dari lokasi kita padahal yg lbh dekat pun ada,negatif
5,selalu banyak diskon,positif
4,selama pakai aplikasinya blm pernah mengecewakan,positif
5,paling terpercaya,positif
2,kayak mana ini masak iyah di hp ku ga bisa kalo mesen gojek malah ga ada di kota anda bacaan nya kalo mau pesen makan malah ga bisaa cemana ni di kota pematang siantar masak ga bisa,negatif
1,aplikator tidak jelas tiba tiba orderan berubah dan dapat voucher tdk singkron nyesal gua download aplikasi ini,negatif
4,saya mendapatkan notifikasi pembayaran gagal sebesar rp padahal saat saya cek langganan saya lewat google play itu sudah tidak ada atau sudah saya batalkan tetapi saya masih mendapatkan notif pembayaran gagal padahal sudah dibatalkan,negatif
5,wow keren,positif
1,udah minggu akun gua dibekukan dan saldo gua ketahan ribu gila ini maksud nyah gimna coba mending hapus gojek sama gopay yang jelas sudah merugikan gua sebagai konsumen,negatif
5,mantap pokonya,positif
1,susah masak pakai go car buat kirim barang di cancel terus gila tuh,negatif
1,supir gocar tdk jujur dlm masalah pembayaran,negatif
1,gojek selalu ngerampok dengan dalih uang saldo kita di alihkan ke gopay tabungan padahal hilang di rampok,negatif
5,lebih mudah,positif
1,driver cikarang suka pilih suka cancel orderan,negatif
5,aplikasi gampang ui nya,positif
5,sy suka manfaatkan go send,positif
1,harga mahal pelayanan tidak tepat waktu seperti yang seharusnya semoga cepat tutup,negatif
5,sangat parah ini aplikasi gojek tiba tiba akun ko bisa di bekukan,negatif
5,pas kbeneran dapat driver nya baik bangt jg ramah,positif
1,tolong dong ini ngisi saldo udah berhasil di transfer udah ada notifikasi nya tapi di aplikasi ga nambah sama sekali solusinya dong,negatif
1,ongkir terlalu mahall pdhl jarak ke rmh sma ke tmpt mkanya dkt,negatif
3,kurang cepet jemputnya,negatif
1,x dapet driver gajelas telat telat terus mohon dibenahi saya merasa dirugikan disini ,negatif
1,paket saya hilang dibawa driver dan pihak gojek tidak tanggung jawab,negatif
1,tolong dipilih drive yang punya etika ratarata sikapnya seperti preman atas nama hendri irawan dengan mobil daihatsu xenia bfos didaerah cibitung cikarang barat kab bekasi,negatif
5,kenyang sama mie wale,positif
5,sangat membantu dan pemakaian simpel,positif
1,pas ujan udah mode pencarian cepat prioritas tetap ga berfungsi,negatif
5,haha gojek cocok banget buat anak sekolah seperti saya,positif
1,aplikasi banyak potongan driver males jemput minta cancel,negatif
1,sebenernya emang salah gua sendiri tp gua sedikit kecewa dgn pelayanan pd menu gopay pinjam ya soalnya spam call terus gimana gak risih coba gua yg juga kerja di bagian finance aja gak sampe segitunya nagih orang terus sampe wa ngancem buat nyebarin ke kontak termasuk hrd tempat kerja gua ya allah padahal mah gua gak lari gua pasti bayar mau ada denda mah gpp toh tetep gua bayar tolong dong jgn dikejer mulu bukan kalian doang yg pusing tp gua juga thanks,negatif
2,apaan bnget driver sendiri keluar lewat jalur parkir yang tidak semestinya lalu minta saya bayar padahal saya cuma dijemput di lobby yang tidak bayar parkir malah di mintaun bayar jadi saya dirugikan pembayaran tidak sesuai,negatif
4,cukup memuaskan,positif
4,tolong dong untuk para drivernya lebih diperhatikan lagi rambu lalu lintas nya terutama dipintu masuk kantor ada beberapa kantor yg gabisa dilalui kendaraan roda dua dan sudah pasti jelas ada rambu nya sama cari uang saya sebagai security udah kena sp karna banyak motor yg sembarang masuk sekali lagi tolong diperhatikan lagi buat para mitradrivernya terutama yg roda,positif
1,pesan go food selalu di cancel terus sm driver sampe ganti kali driver trus ta telp restonya katanya makanan ud siap dari menit yg lalu drivernya ga ada yg jemput perbaiki ini driver gojek kok seenaknya semua ya,negatif
1,mantap makin murah meriah,negatif
1,tolong usahakan setiap driver telah menyiapkan uang kembalian karena tidak semua penumpang membawa uang pas setiap memesan selalu tidak ada driver yg punya kembalian,negatif
5,ya lumayan lah aplikasi gojek walau kalo dapet sering di cancel tapi bagi saya gojek adalah transportasi terbaik,positif
5,sejauh ini blom ada yg mengecewakan,positif
5,mantul banget aplikasinyamudah digunakansemoga lebih baik lagi dikemudian harisiip,positif
1,dapat drivernya lama sampek jam,negatif
1,perluas lagi jangkauannya karena ada banyak orang yang membutuhkan trasportasi tersebut,negatif
1,gilapesen dr jam sampe baru sampaigak mikir apa klo ada customer yg punya penyakit maag atau asam lambung ini bukan masalah driver atau resto nya tp masalah sistem anda yg gak jelasmau pesan di ksh pilihanexpresregulerdan ekonomitp estimasi cuma selisih mnt doang pake embel hemat atau murahtp customer bayar fulltp driver nerima gak sesuai ongkir normal udahlahbalikin sistem seperti dlu ajasistem terdekatkasian driver jemput nya jauhkasian customer nunggu kelamaan,negatif
3,gojek pinjem php doang,negatif
3,banyak disarankan driver yang jauh nunggunya lama dan driver nya tidak jelas,negatif
1,trauma sama bapak gosend si bapa gosend nya tempramen bahaya sihh padahal saya sudah sopan saling menghargai juga nyebut pake kata bapak juga konsumen lain belum tentu kaya gitu ke si bapak nya di tambah suruh nanya ke orang sekitar aja ogah ogahan trs saya bilang dong bapak inisiatif nanya ke yang di situ eh malah bilang katanya saya ga sopan inima bukan mslh sopan ga sopan namanya kerja kaya gtu ma harus siap ke konsumen tolong dong setiap yang daftar di tes dulu,negatif
4,dear gojek kenapa aplikasi saya gak bs di buka ya pencet aplikasi yg muncul hanya layar putih dan tulisan gojek tp gak bs masuk ke beranda gojek nya tolong pihak developer gojek bs bantu upgrade jg sudah tp tetep gak bs,negatif
2,tadi saya order gojek dan ternyata kendaraan yang digunakan driver mengalami ban bocor tetapi driver malah ingin terus melanjutkan perjalanan namun di meter setelah berangkat dari titik jemput driver meminta untuk menyelesaikan perjalanan dan otomatis saldo gopay saya terpotong dan tidak full refund saran saya gojek melakukan sistem pengecekan kendaraan drivernya setiap bulan bulan x agar tetap menjaga kualitas kendaraan para drivernya saya sangat kecewa dengan kejadian ini,negatif
5,masuk lagi ah dan aplikasi yg bagus,positif
1,iklan anda menganggu tolong lah,negatif
1,pencarian driver jauh,negatif
5,sagat memuaskan,positif
1,kenapa sering dapat driver jauh mulu padahal resto deket tapi dapet drivernya jauh jadi lama pengiriman nya padahal driver disekitar resto banyak,negatif
1,tidak pernah mendapat driver pada niat kerja nggak,negatif
1,udh jam nyari goshop gadapet dapet padahal driver di sekitar banyak begitulah gojek drivernya songong songong,negatif
5,bestt banyak promonya,positif
5,ok bgt pokoknya aplikasi gojek,positif
1,drivernya jelek,negatif
5,efisien mudah dan cepat,positif
1,biayanya sekarang jadi mahal banget beli makanan rbu biayanya hampir rbu padahal deket dri kebayoran ke cidodol,negatif
1,parah oderan sepi akibat ada skema jm olin jm hri kerja saya harap yg kya gitu di apus kasian drever udah nahanin perpoma ttp anyep oderan ttp sepi,negatif
5,banyakin program diskon dong,positif
5,sangat membantuk banget,positif
5,mantab selalu ada setiap cari go car walau titik jemput sedikit tambah tetap ketemu,positif
1,ini saya mau komplen ke pihak gojek ke mana ya mohon bantuannya dari kemarin jam siang sampai sekarang pik up makanan gk ad kejelasan chat cs gojek pun sama aja tidak membantu,negatif
3,parah kalau lagi mendung atau hujan,negatif
1,iklan mengganggu,negatif
1,shelter gojek bogor ngechas bayar rbu keren padahal gua pelanggan gojek masa iya ngechas hp bayar otw hapus aplikasinya,negatif
1,tolong lah masa top up berhasil bukti tf nya berhasil dari bank tp saldo ga masuk pas buat laporan malah suruh tunggu hari kecewalah sama gopay,negatif
1,sistem terburuk selama bertahun perbaikan pengoptimalan tidak ada yg berarti saya menunggu driver sangat lama tidak kunjung dapat sistem terburuk,negatif
5,hujan juga mau ngirim nuhun,positif
1,drivernya kebanyakan kurang sopan dan ngebut,negatif
